EventDate,EventName,EventCategory,AccountId,EventCount,UniqueUsers
2026-01-06,move_deal_stage,PIPELINE,account_117,1,1
2026-01-06,move_deal_stage,PIPELINE,account_64,5,1
2026-01-06,view_dashboard,OTHER,account_117,1,1
2026-01-06,view_dashboard,OTHER,account_64,1,1
2026-01-07,create_deal,PIPELINE,account_108,2,1
2026-01-07,create_deal,PIPELINE,account_28,4,1
2026-01-07,create_deal,PIPELINE,account_38,1,1
2026-01-07,enable_automation,AUTOMATION,account_28,2,1
2026-01-07,invite_user,OTHER,account_28,1,1
2026-01-07,invite_user,OTHER,account_38,1,1
2026-01-07,log_activity,ACTIVITY,account_108,2,1
2026-01-07,log_activity,ACTIVITY,account_38,1,1
2026-01-07,move_deal_stage,PIPELINE,account_108,1,1
2026-01-07,move_deal_stage,PIPELINE,account_28,2,1
2026-01-07,move_deal_stage,PIPELINE,account_38,1,1
2026-01-07,view_dashboard,OTHER,account_28,1,1
2026-01-08,create_deal,PIPELINE,account_21,1,1
2026-01-08,create_deal,PIPELINE,account_25,2,1
2026-01-08,enable_automation,AUTOMATION,account_25,1,1
2026-01-08,enable_automation,AUTOMATION,account_36,1,1
2026-01-08,invite_user,OTHER,account_25,1,1
2026-01-08,log_activity,ACTIVITY,account_21,2,1
2026-01-08,log_activity,ACTIVITY,account_25,5,1
2026-01-08,log_activity,ACTIVITY,account_36,3,1
2026-01-08,move_deal_stage,PIPELINE,account_21,3,1
2026-01-08,move_deal_stage,PIPELINE,account_25,4,1
2026-01-08,view_dashboard,OTHER,account_25,2,1
2026-01-08,view_dashboard,OTHER,account_36,1,1
2026-01-09,create_deal,PIPELINE,account_37,3,1
2026-01-09,create_deal,PIPELINE,account_44,1,1
2026-01-09,enable_automation,AUTOMATION,account_37,4,1
2026-01-09,enable_automation,AUTOMATION,account_44,2,1
2026-01-09,enable_automation,AUTOMATION,account_53,2,1
2026-01-09,invite_user,OTHER,account_44,1,1
2026-01-09,log_activity,ACTIVITY,account_37,2,1
2026-01-09,log_activity,ACTIVITY,account_44,4,1
2026-01-09,log_activity,ACTIVITY,account_53,1,1
2026-01-09,log_activity,ACTIVITY,,1,1
2026-01-09,login,AUTH,account_37,1,1
2026-01-09,login,AUTH,account_44,1,1
2026-01-09,move_deal_stage,PIPELINE,account_37,3,1
2026-01-09,move_deal_stage,PIPELINE,account_44,2,1
2026-01-09,move_deal_stage,PIPELINE,account_53,1,1
2026-01-09,view_dashboard,OTHER,account_37,1,1
2026-01-09,view_dashboard,OTHER,account_44,1,1
2026-01-10,create_deal,PIPELINE,account_25,2,1
2026-01-10,create_deal,PIPELINE,account_7,1,1
2026-01-10,create_deal,PIPELINE,account_97,1,1
2026-01-10,enable_automation,AUTOMATION,account_7,2,1
2026-01-10,enable_automation,AUTOMATION,account_97,1,1
2026-01-10,invite_user,OTHER,account_7,1,1
2026-01-10,invite_user,OTHER,account_97,1,1
2026-01-10,log_activity,ACTIVITY,account_25,1,1
2026-01-10,log_activity,ACTIVITY,account_7,1,1
2026-01-10,log_activity,ACTIVITY,account_97,6,1
2026-01-10,login,AUTH,account_25,1,1
2026-01-10,login,AUTH,account_97,3,1
2026-01-10,move_deal_stage,PIPELINE,account_25,2,1
2026-01-10,move_deal_stage,PIPELINE,account_7,1,1
2026-01-10,move_deal_stage,PIPELINE,account_97,5,1
2026-01-10,view_dashboard,OTHER,account_25,2,1
2026-01-11,create_deal,PIPELINE,account_113,2,1
2026-01-11,create_deal,PIPELINE,account_116,2,1
2026-01-11,create_deal,PIPELINE,account_63,1,0
2026-01-11,create_deal,PIPELINE,account_68,2,1
2026-01-11,create_deal,PIPELINE,account_74,1,1
2026-01-11,enable_automation,AUTOMATION,account_113,3,1
2026-01-11,enable_automation,AUTOMATION,account_116,1,1
2026-01-11,enable_automation,AUTOMATION,account_63,1,1
2026-01-11,invite_user,OTHER,account_63,1,1
2026-01-11,log_activity,ACTIVITY,account_116,1,1
2026-01-11,log_activity,ACTIVITY,account_63,4,1
2026-01-11,log_activity,ACTIVITY,account_74,1,1
2026-01-11,login,AUTH,account_113,1,1
2026-01-11,move_deal_stage,PIPELINE,account_113,1,1
2026-01-11,move_deal_stage,PIPELINE,account_63,1,1
2026-01-11,move_deal_stage,PIPELINE,account_68,2,1
2026-01-11,move_deal_stage,PIPELINE,account_74,1,1
2026-01-11,view_dashboard,OTHER,account_113,2,1
2026-01-11,view_dashboard,OTHER,account_63,1,1
2026-01-12,create_deal,PIPELINE,account_112,1,1
2026-01-12,create_deal,PIPELINE,account_14,4,1
2026-01-12,create_deal,PIPELINE,account_9,1,1
2026-01-12,enable_automation,AUTOMATION,account_105,2,1
2026-01-12,enable_automation,AUTOMATION,account_14,2,1
2026-01-12,enable_automation,AUTOMATION,account_65,2,1
2026-01-12,enable_automation,AUTOMATION,account_9,2,1
2026-01-12,invite_user,OTHER,account_65,1,1
2026-01-12,invite_user,OTHER,account_9,1,1
2026-01-12,log_activity,ACTIVITY,account_105,1,1
2026-01-12,log_activity,ACTIVITY,account_112,2,1
2026-01-12,log_activity,ACTIVITY,account_14,4,1
2026-01-12,log_activity,ACTIVITY,account_9,2,1
2026-01-12,move_deal_stage,PIPELINE,account_105,1,1
2026-01-12,move_deal_stage,PIPELINE,account_14,2,1
2026-01-12,move_deal_stage,PIPELINE,account_65,1,1
2026-01-12,move_deal_stage,PIPELINE,account_9,2,1
2026-01-12,view_dashboard,OTHER,account_14,1,1
2026-01-12,view_dashboard,OTHER,account_9,1,1
2026-01-13,create_deal,PIPELINE,account_34,2,1
2026-01-13,create_deal,PIPELINE,account_7,2,1
2026-01-13,create_deal,PIPELINE,account_91,3,1
2026-01-13,enable_automation,AUTOMATION,account_34,5,1
2026-01-13,enable_automation,AUTOMATION,account_91,3,1
2026-01-13,invite_user,OTHER,account_34,4,2
2026-01-13,invite_user,OTHER,account_7,1,1
2026-01-13,invite_user,OTHER,account_91,1,1
2026-01-13,log_activity,ACTIVITY,account_34,3,1
2026-01-13,log_activity,ACTIVITY,account_7,1,0
2026-01-13,log_activity,ACTIVITY,account_91,1,1
2026-01-13,move_deal_stage,PIPELINE,account_34,2,1
2026-01-13,move_deal_stage,PIPELINE,account_7,1,1
2026-01-13,move_deal_stage,PIPELINE,account_91,6,1
2026-01-13,view_dashboard,OTHER,account_7,1,1
2026-01-14,create_deal,PIPELINE,account_70,3,1
2026-01-14,create_deal,PIPELINE,account_76,6,1
2026-01-14,create_deal,PIPELINE,account_91,3,1
2026-01-14,enable_automation,AUTOMATION,account_70,2,1
2026-01-14,enable_automation,AUTOMATION,account_76,1,0
2026-01-14,enable_automation,AUTOMATION,account_91,1,1
2026-01-14,invite_user,OTHER,account_70,1,1
2026-01-14,invite_user,OTHER,account_76,2,1
2026-01-14,log_activity,ACTIVITY,account_70,2,1
2026-01-14,login,AUTH,account_70,1,1
2026-01-14,move_deal_stage,PIPELINE,account_70,2,1
2026-01-14,move_deal_stage,PIPELINE,account_76,2,1
2026-01-14,move_deal_stage,PIPELINE,account_91,1,1
2026-01-14,view_dashboard,OTHER,account_70,1,1
2026-01-14,view_dashboard,OTHER,account_91,1,1
2026-01-14,view_dashboard,OTHER,,1,1
2026-01-15,ViewDashboard,OTHER,account_73,1,1
2026-01-15,create_deal,PIPELINE,account_114,2,1
2026-01-15,create_deal,PIPELINE,account_73,6,1
2026-01-15,enable_automation,AUTOMATION,account_73,5,1
2026-01-15,invite_user,OTHER,account_73,3,1
2026-01-15,log_activity,ACTIVITY,account_114,1,1
2026-01-15,log_activity,ACTIVITY,account_73,2,1
2026-01-15,login,AUTH,account_114,1,1
2026-01-15,login,AUTH,account_73,2,1
2026-01-15,move_deal_stage,PIPELINE,account_73,3,1
2026-01-15,view_dashboard,OTHER,account_73,1,1
2026-01-16,create_deal,PIPELINE,account_36,1,1
2026-01-16,create_deal,PIPELINE,account_4,1,1
2026-01-16,create_deal,PIPELINE,account_79,2,1
2026-01-16,enable_automation,AUTOMATION,account_36,1,1
2026-01-16,enable_automation,AUTOMATION,account_4,1,1
2026-01-16,enable_automation,AUTOMATION,account_79,1,1
2026-01-16,invite_user,OTHER,account_36,2,1
2026-01-16,invite_user,OTHER,account_79,1,1
2026-01-16,log_activity,ACTIVITY,account_36,2,1
2026-01-16,log_activity,ACTIVITY,account_4,1,1
2026-01-16,log_activity,ACTIVITY,account_79,3,1
2026-01-16,login,AUTH,account_36,1,1
2026-01-16,login,AUTH,account_4,2,1
2026-01-16,login,AUTH,account_79,1,1
2026-01-16,move_deal_stage,PIPELINE,account_36,2,1
2026-01-16,move_deal_stage,PIPELINE,account_4,2,1
2026-01-16,move_deal_stage,PIPELINE,account_79,2,1
2026-01-16,view_dashboard,OTHER,account_4,1,1
2026-01-17,create_deal,PIPELINE,account_37,3,1
2026-01-17,enable_automation,AUTOMATION,account_37,4,1
2026-01-17,enable_automation,AUTOMATION,account_78,3,1
2026-01-17,invite_user,OTHER,account_37,3,1
2026-01-17,log_activity,ACTIVITY,account_37,2,1
2026-01-17,log_activity,ACTIVITY,account_78,2,1
2026-01-17,move_deal_stage,PIPELINE,account_37,6,1
2026-01-17,move_deal_stage,PIPELINE,account_78,2,1
2026-01-17,view_dashboard,OTHER,account_37,1,1
2026-01-18,create_deal,PIPELINE,account_14,5,1
2026-01-18,create_deal,PIPELINE,account_87,2,1
2026-01-18,enable_automation,AUTOMATION,account_14,5,1
2026-01-18,enable_automation,AUTOMATION,account_6,1,1
2026-01-18,enable_automation,AUTOMATION,account_87,1,1
2026-01-18,enable_automation,AUTOMATION,,1,1
2026-01-18,invite_user,OTHER,account_6,1,1
2026-01-18,log_activity,ACTIVITY,account_14,1,1
2026-01-18,log_activity,ACTIVITY,account_6,1,1
2026-01-18,log_activity,ACTIVITY,,1,1
2026-01-18,move_deal_stage,PIPELINE,account_14,2,1
2026-01-18,move_deal_stage,PIPELINE,account_87,1,1
2026-01-18,view_dashboard,OTHER,account_14,1,1
2026-01-19,create_deal,PIPELINE,account_48,1,1
2026-01-19,create_deal,PIPELINE,account_92,2,1
2026-01-19,enable_automation,AUTOMATION,account_106,2,1
2026-01-19,enable_automation,AUTOMATION,account_38,2,1
2026-01-19,enable_automation,AUTOMATION,account_48,1,1
2026-01-19,enable_automation,AUTOMATION,account_92,2,1
2026-01-19,invite_user,OTHER,account_106,2,1
2026-01-19,invite_user,OTHER,account_92,1,1
2026-01-19,log_activity,ACTIVITY,account_38,1,1
2026-01-19,log_activity,ACTIVITY,account_48,1,1
2026-01-19,move_deal_stage,PIPELINE,account_106,2,1
2026-01-19,move_deal_stage,PIPELINE,account_38,1,1
2026-01-19,move_deal_stage,PIPELINE,account_48,2,1
2026-01-19,move_deal_stage,PIPELINE,account_92,2,1
2026-01-19,view_dashboard,OTHER,account_38,1,1
2026-01-19,view_dashboard,OTHER,account_48,1,1
2026-01-20,create_deal,PIPELINE,account_41,5,1
2026-01-20,create_deal,PIPELINE,account_92,1,1
2026-01-20,enable_automation,AUTOMATION,account_41,4,1
2026-01-20,invite_user,OTHER,account_41,1,1
2026-01-20,log_activity,ACTIVITY,account_41,4,1
2026-01-20,log_activity,ACTIVITY,account_92,4,1
2026-01-20,move_deal_stage,PIPELINE,account_41,4,1
2026-01-20,move_deal_stage,PIPELINE,account_92,2,1
2026-01-20,view_dashboard,OTHER,account_41,2,1
2026-01-21,create_deal,PIPELINE,account_108,2,1
2026-01-21,create_deal,PIPELINE,account_119,2,1
2026-01-21,create_deal,PIPELINE,account_13,3,1
2026-01-21,create_deal,PIPELINE,account_58,1,1
2026-01-21,enable_automation,AUTOMATION,account_119,1,1
2026-01-21,enable_automation,AUTOMATION,account_13,1,1
2026-01-21,enable_automation,AUTOMATION,account_58,1,1
2026-01-21,enable_automation,AUTOMATION,account_75,1,1
2026-01-21,invite_user,OTHER,account_58,1,1
2026-01-21,log_activity,ACTIVITY,account_108,1,1
2026-01-21,log_activity,ACTIVITY,account_13,1,1
2026-01-21,log_activity,ACTIVITY,account_58,3,1
2026-01-21,login,AUTH,account_108,1,1
2026-01-21,login,AUTH,account_58,1,1
2026-01-21,move_deal_stage,PIPELINE,account_13,1,1
2026-01-21,view_dashboard,OTHER,account_13,1,1
2026-01-22,create_deal,PIPELINE,account_2,3,1
2026-01-22,create_deal,PIPELINE,account_73,1,1
2026-01-22,create_deal,PIPELINE,account_88,2,1
2026-01-22,enable_automation,AUTOMATION,account_2,1,1
2026-01-22,enable_automation,AUTOMATION,account_73,2,1
2026-01-22,enable_automation,AUTOMATION,account_88,2,1
2026-01-22,log_activity,ACTIVITY,account_2,2,1
2026-01-22,log_activity,ACTIVITY,account_73,2,1
2026-01-22,log_activity,ACTIVITY,account_88,1,1
2026-01-22,login,AUTH,account_73,1,1
2026-01-22,login,AUTH,account_88,1,1
2026-01-22,move_deal_stage,PIPELINE,account_88,1,1
2026-01-22,view_dashboard,OTHER,account_88,1,1
2026-01-23,create_deal,PIPELINE,account_100,4,1
2026-01-23,create_deal,PIPELINE,account_22,1,1
2026-01-23,create_deal,PIPELINE,account_47,2,1
2026-01-23,enable_automation,AUTOMATION,account_22,1,1
2026-01-23,invite_user,OTHER,account_22,1,1
2026-01-23,invite_user,OTHER,account_47,2,1
2026-01-23,log_activity,ACTIVITY,account_100,2,1
2026-01-23,log_activity,ACTIVITY,account_22,1,1
2026-01-23,login,AUTH,account_47,1,1
2026-01-23,move_deal_stage,PIPELINE,account_100,2,1
2026-01-23,move_deal_stage,PIPELINE,account_22,3,1
2026-01-23,move_deal_stage,PIPELINE,account_47,4,1
2026-01-23,view_dashboard,OTHER,account_47,1,1
2026-01-24,ViewDashboard,OTHER,account_19,1,1
2026-01-24,create_deal,PIPELINE,account_120,2,1
2026-01-24,create_deal,PIPELINE,account_19,1,1
2026-01-24,create_deal,PIPELINE,account_54,3,1
2026-01-24,enable_automation,AUTOMATION,account_120,2,1
2026-01-24,enable_automation,AUTOMATION,account_54,5,1
2026-01-24,invite_user,OTHER,account_120,2,1
2026-01-24,log_activity,ACTIVITY,account_120,1,1
2026-01-24,log_activity,ACTIVITY,account_19,1,1
2026-01-24,log_activity,ACTIVITY,account_40,1,1
2026-01-24,log_activity,ACTIVITY,account_54,3,1
2026-01-24,log_activity,ACTIVITY,account_85,3,1
2026-01-24,move_deal_stage,PIPELINE,account_120,1,1
2026-01-24,move_deal_stage,PIPELINE,account_54,7,1
2026-01-24,move_deal_stage,PIPELINE,account_85,1,1
2026-01-24,view_dashboard,OTHER,account_120,2,1
2026-01-24,view_dashboard,OTHER,account_40,1,1
2026-01-25,create_deal,PIPELINE,account_115,1,1
2026-01-25,create_deal,PIPELINE,account_49,1,1
2026-01-25,enable_automation,AUTOMATION,account_115,2,1
2026-01-25,enable_automation,AUTOMATION,account_49,2,1
2026-01-25,invite_user,OTHER,account_115,1,1
2026-01-25,log_activity,ACTIVITY,account_115,4,1
2026-01-25,log_activity,ACTIVITY,account_49,1,1
2026-01-25,move_deal_stage,PIPELINE,account_115,3,1
2026-01-25,move_deal_stage,PIPELINE,account_49,4,1
2026-01-26,create_deal,PIPELINE,account_14,3,1
2026-01-26,enable_automation,AUTOMATION,account_14,4,1
2026-01-26,log_activity,ACTIVITY,account_14,4,1
2026-01-26,log_activity,ACTIVITY,account_93,1,1
2026-01-26,login,AUTH,account_14,1,1
2026-01-26,move_deal_stage,PIPELINE,account_14,3,1
2026-01-26,move_deal_stage,PIPELINE,account_93,4,1
2026-01-26,view_dashboard,OTHER,account_93,1,1
2026-01-27,create_deal,PIPELINE,account_120,1,1
2026-01-27,create_deal,PIPELINE,account_59,1,1
2026-01-27,create_deal,PIPELINE,account_65,1,1
2026-01-27,create_deal,PIPELINE,account_99,1,1
2026-01-27,enable_automation,AUTOMATION,account_120,1,1
2026-01-27,enable_automation,AUTOMATION,account_59,2,1
2026-01-27,enable_automation,AUTOMATION,account_65,3,1
2026-01-27,invite_user,OTHER,account_59,1,1
2026-01-27,invite_user,OTHER,account_65,1,1
2026-01-27,invite_user,OTHER,account_99,1,1
2026-01-27,log_activity,ACTIVITY,account_59,2,1
2026-01-27,log_activity,ACTIVITY,account_65,6,1
2026-01-27,login,AUTH,account_65,1,1
2026-01-27,login,AUTH,account_99,2,1
2026-01-27,move_deal_stage,PIPELINE,account_59,2,1
2026-01-27,move_deal_stage,PIPELINE,account_99,1,1
2026-01-27,view_dashboard,OTHER,account_65,2,1
2026-01-28,create_deal,PIPELINE,account_115,4,1
2026-01-28,create_deal,PIPELINE,account_33,1,1
2026-01-28,create_deal,PIPELINE,account_46,1,0
2026-01-28,create_deal,PIPELINE,account_67,1,1
2026-01-28,enable_automation,AUTOMATION,account_115,4,1
2026-01-28,enable_automation,AUTOMATION,account_46,3,1
2026-01-28,enable_automation,AUTOMATION,account_67,2,1
2026-01-28,invite_user,OTHER,account_115,1,1
2026-01-28,invite_user,OTHER,account_46,1,1
2026-01-28,log_activity,ACTIVITY,account_115,2,1
2026-01-28,log_activity,ACTIVITY,account_46,1,1
2026-01-28,log_activity,ACTIVITY,account_67,1,1
2026-01-28,login,AUTH,account_115,2,1
2026-01-28,login,AUTH,account_46,3,1
2026-01-28,move_deal_stage,PIPELINE,account_115,2,1
2026-01-28,move_deal_stage,PIPELINE,account_33,1,1
2026-01-28,move_deal_stage,PIPELINE,account_46,2,1
2026-01-28,move_deal_stage,PIPELINE,account_67,4,1
2026-01-28,view_dashboard,OTHER,account_115,1,1
2026-01-28,view_dashboard,OTHER,account_67,1,1
2026-01-29,create_deal,PIPELINE,account_20,1,1
2026-01-29,create_deal,PIPELINE,account_49,1,1
2026-01-29,create_deal,PIPELINE,account_50,2,1
2026-01-29,enable_automation,AUTOMATION,account_49,1,1
2026-01-29,enable_automation,AUTOMATION,account_50,3,1
2026-01-29,invite_user,OTHER,account_20,1,1
2026-01-29,invite_user,OTHER,account_50,1,1
2026-01-29,log_activity,ACTIVITY,account_20,1,1
2026-01-29,log_activity,ACTIVITY,account_49,2,1
2026-01-29,log_activity,ACTIVITY,account_50,1,1
2026-01-29,login,AUTH,account_49,1,1
2026-01-29,move_deal_stage,PIPELINE,account_20,1,1
2026-01-29,move_deal_stage,PIPELINE,account_49,2,1
2026-01-29,move_deal_stage,PIPELINE,account_50,1,1
2026-01-29,view_dashboard,OTHER,account_49,1,1
2026-01-30,create_deal,PIPELINE,account_38,1,1
2026-01-30,create_deal,PIPELINE,account_80,5,1
2026-01-30,enable_automation,AUTOMATION,account_107,1,1
2026-01-30,enable_automation,AUTOMATION,account_80,3,1
2026-01-30,invite_user,OTHER,account_38,1,1
2026-01-30,log_activity,ACTIVITY,account_107,1,1
2026-01-30,log_activity,ACTIVITY,account_80,2,1
2026-01-30,login,AUTH,account_107,2,1
2026-01-30,move_deal_stage,PIPELINE,account_38,2,1
2026-01-30,move_deal_stage,PIPELINE,account_80,4,1
2026-01-30,view_dashboard,OTHER,account_107,3,1
2026-01-30,view_dashboard,OTHER,account_33,1,1
2026-01-30,view_dashboard,OTHER,account_80,1,1
2026-01-30,view_dashboard,OTHER,,1,1
2026-01-31,create_deal,PIPELINE,account_22,2,1
2026-01-31,create_deal,PIPELINE,account_5,3,1
2026-01-31,create_deal,PIPELINE,account_62,1,1
2026-01-31,create_deal,PIPELINE,account_64,1,1
2026-01-31,enable_automation,AUTOMATION,account_114,2,1
2026-01-31,enable_automation,AUTOMATION,account_5,1,1
2026-01-31,enable_automation,AUTOMATION,account_62,1,1
2026-01-31,enable_automation,AUTOMATION,account_64,1,1
2026-01-31,invite_user,OTHER,account_114,1,1
2026-01-31,invite_user,OTHER,account_5,1,1
2026-01-31,log_activity,ACTIVITY,account_114,1,1
2026-01-31,log_activity,ACTIVITY,account_22,1,1
2026-01-31,log_activity,ACTIVITY,account_5,2,1
2026-01-31,log_activity,ACTIVITY,account_62,6,1
2026-01-31,log_activity,ACTIVITY,account_64,3,1
2026-01-31,login,AUTH,account_64,1,1
2026-01-31,move_deal_stage,PIPELINE,account_114,2,1
2026-01-31,move_deal_stage,PIPELINE,account_22,1,1
2026-01-31,move_deal_stage,PIPELINE,account_5,1,1
2026-01-31,move_deal_stage,PIPELINE,account_62,3,1
2026-01-31,view_dashboard,OTHER,account_64,3,1
2026-02-01,Login,OTHER,account_25,1,1
2026-02-01,create_deal,PIPELINE,account_25,2,1
2026-02-01,create_deal,PIPELINE,account_76,5,1
2026-02-01,enable_automation,AUTOMATION,account_25,2,1
2026-02-01,enable_automation,AUTOMATION,account_33,1,1
2026-02-01,enable_automation,AUTOMATION,account_76,3,1
2026-02-01,invite_user,OTHER,account_33,1,1
2026-02-01,invite_user,OTHER,account_76,1,1
2026-02-01,log_activity,ACTIVITY,account_25,1,1
2026-02-01,log_activity,ACTIVITY,account_33,1,1
2026-02-01,log_activity,ACTIVITY,account_76,1,1
2026-02-01,login,AUTH,account_25,3,1
2026-02-01,login,AUTH,account_76,2,1
2026-02-01,move_deal_stage,PIPELINE,account_25,1,1
2026-02-01,move_deal_stage,PIPELINE,account_33,2,1
2026-02-01,move_deal_stage,PIPELINE,account_76,2,1
2026-02-02,create_deal,PIPELINE,account_103,1,1
2026-02-02,create_deal,PIPELINE,account_36,2,1
2026-02-02,create_deal,PIPELINE,account_9,3,1
2026-02-02,enable_automation,AUTOMATION,account_36,2,1
2026-02-02,enable_automation,AUTOMATION,account_9,1,1
2026-02-02,invite_user,OTHER,account_36,1,1
2026-02-02,invite_user,OTHER,account_9,1,1
2026-02-02,log_activity,ACTIVITY,account_36,3,1
2026-02-02,log_activity,ACTIVITY,account_58,1,1
2026-02-02,log_activity,ACTIVITY,account_9,1,1
2026-02-02,move_deal_stage,PIPELINE,account_103,1,1
2026-02-02,move_deal_stage,PIPELINE,account_36,1,1
2026-02-02,view_dashboard,OTHER,account_58,1,1
2026-02-02,view_dashboard,OTHER,account_9,1,1
2026-02-03,create_deal,PIPELINE,account_30,1,1
2026-02-03,create_deal,PIPELINE,account_82,3,1
2026-02-03,create_deal,PIPELINE,account_93,1,1
2026-02-03,enable_automation,AUTOMATION,account_82,5,1
2026-02-03,invite_user,OTHER,account_82,2,1
2026-02-03,invite_user,OTHER,account_93,1,1
2026-02-03,log_activity,ACTIVITY,account_30,3,1
2026-02-03,log_activity,ACTIVITY,account_82,3,1
